ACNR,TITEL,AUTOR,LIBRETTIST,JAHR,BARCODE,SIGNATUR,IMAGES,LINK_ALMA,LINK_ASTOR,
AC14286270,Stabat mater,"Pergolesi, Giovanni Battista","Eybler, Joseph <<von>>",[ohne Jahresangabe],+Z283572506,Mus.Hs.16814,66,https://data.onb.ac.at/rec/AC14286270,https://data.onb.ac.at/rep/131E9D92,
AC14286276,L'Olimpiade,"Pergolesi, Giovanni Battista","Metastasio, Pietro",[1735],+Z190110605,Mus.Hs.17696/1,162,https://data.onb.ac.at/rec/AC14286276,https://data.onb.ac.at/dtl/9640587,
AC14286276,L'Olimpiade,"Pergolesi, Giovanni Battista","Metastasio, Pietro",[1735],+Z190110708,Mus.Hs.17696/2,122,https://data.onb.ac.at/rec/AC14286276,https://data.onb.ac.at/dtl/9640341,
AC14286276,L'Olimpiade,"Pergolesi, Giovanni Battista","Metastasio, Pietro",[1735],+Z190112808,Mus.Hs.17696/3,110,https://data.onb.ac.at/rec/AC14286276,https://data.onb.ac.at/dtl/9642781,
AC14286288,La buona figliola,"Perillo, Salvatore","Goldoni, Carlo",[1760],+Z190121500,Mus.Hs.17819/1,142,https://data.onb.ac.at/rec/AC14286288,https://data.onb.ac.at/dtl/9635775,
AC14286288,La buona figliola,"Perillo, Salvatore","Goldoni, Carlo",[1760],+Z190121408,Mus.Hs.17819/2,120,https://data.onb.ac.at/rec/AC14286288,https://data.onb.ac.at/dtl/9636307,
AC14286288,La buona figliola,"Perillo, Salvatore","Goldoni, Carlo",[1760],+Z190120404,Mus.Hs.17819/3,82,https://data.onb.ac.at/rec/AC14286288,https://data.onb.ac.at/dtl/9636989,
AC14286332,Giobbe,"Perroni, Giovanni","Villati, Leopoldo <<de>>",1725,+Z322226205,Mus.Hs.18207,507,https://data.onb.ac.at/rec/AC14286332,https://data.onb.ac.at/rep/132092B6,
AC14287334,I tre voti,"Pollaroli, Antonio","Cassani, Vincenzo",1724,+Z190119700,Mus.Hs.17732,86,https://data.onb.ac.at/rec/AC14287334,https://data.onb.ac.at/dtl/9638005,
AC14287338,Il Faramondo,"Pollarolo, Carlo Francesco","Zeno, Apostolo",[1699],+Z269941406,Mus.Hs.17258,346,https://data.onb.ac.at/rec/AC14287338,https://data.onb.ac.at/dtl/8905416,
AC14287341,Le pazzie degli amanti,"Pollarolo, Carlo Francesco","Passarini, Francesco",[1701],+Z269994605,Mus.Hs.17571,220,https://data.onb.ac.at/rec/AC14287341,https://data.onb.ac.at/dtl/9225572,
AC14287478,Motetto de venerabili sacramento (Ad coenam beatam mortales volate),"Porpora, Nicola",,[ohne Jahresangabe],+Z28357400X,Mus.Hs.16929,60,https://data.onb.ac.at/rec/AC14287478,https://data.onb.ac.at/rep/131EAA63,
AC14287482,Il Gedeone,"Porpora, Nicola","Perrucci, Andrea",1737,+Z323229901,Mus.Hs.18315/1,326,https://data.onb.ac.at/rec/AC14287482,https://data.onb.ac.at/rep/132083EC,
AC14287482,Il Gedeone,"Porpora, Nicola","Perrucci, Andrea",1737,+Z323229809,Mus.Hs.18315/2,281,https://data.onb.ac.at/rec/AC14287482,https://data.onb.ac.at/rep/13209206,
AC14287486,Arianna in Naxo,"Porpora, Nicola",,1734,+Z136698709,Mus.Hs.17954,466,https://data.onb.ac.at/rec/AC14287486,https://data.onb.ac.at/dtl/6782393,
AC14287498,L'esaltatione di Salamone,"Porsile, Giuseppe","Maddali, Bernardino",1727,+Z323218502,Mus.Hs.18111,247,https://data.onb.ac.at/rec/AC14287498,https://data.onb.ac.at/rep/13204686,
AC14287500,Tobia,"Porsile, Giuseppe","Zeno, Apostolo",1720,+Z322226102,Mus.Hs.18214,394,https://data.onb.ac.at/rec/AC14287500,https://data.onb.ac.at/rep/1320920D,
AC14287501,Il zelo di Nathan,"Porsile, Giuseppe","Velardi, Giuseppe",1721,+Z191140605,Mus.Hs.18110,290,https://data.onb.ac.at/rec/AC14287501,https://data.onb.ac.at/dtl/5818069,
AC14287502,La clemenza di Cesare,"Porsile, Giuseppe","Pasquini, Giovanni Claudio",1727,+Z190163002,Mus.Hs.18025,262,https://data.onb.ac.at/rec/AC14287502,https://data.onb.ac.at/rep/131B0E77,
AC14287503,Dialoge Pastorale a Cinque Voci,"Porsile, Giuseppe",,1732,+Z190996504,Mus.Hs.18005,160,https://data.onb.ac.at/rec/AC14287503,https://data.onb.ac.at/dtl/5399302,
AC14287504,Dialogo tra il Decoro e la Placidezza,"Porsile, Giuseppe","Pasquini, Giovanni Claudio",1732,+Z190107503,Mus.Hs.17631,94,https://data.onb.ac.at/rec/AC14287504,https://data.onb.ac.at/dtl/9211364,
AC14287505,Dialogo tra la Prudenza e la Vivacita,"Porsile, Giuseppe","Pasquini, Giovanni Claudio",1732,+Z190101306,Mus.Hs.17629,88,https://data.onb.ac.at/rec/AC14287505,https://data.onb.ac.at/dtl/9211052,
AC14287506,"""La Fama accresciuta dalla Virtu","Porsile, Giuseppe","Pasquini, Giovanni Claudio",1735,+Z190107400,Mus.Hs.17632,94,https://data.onb.ac.at/rec/AC14287506,https://data.onb.ac.at/dtl/9263381,
AC14287507,Il Giorno Felice,"Porsile, Giuseppe","Pariati, Pietro",1723,+Z190994404,Mus.Hs.17630,154,https://data.onb.ac.at/rec/AC14287507,https://data.onb.ac.at/dtl/5398532,
AC14287508,Il giudizio rivocato,"Porsile, Giuseppe","Pasquini, Giovanni Claudio",1737,+Z190194503,Mus.Hs.18302,298,https://data.onb.ac.at/rec/AC14287508,https://data.onb.ac.at/rep/131BADCB,
AC14287509,"Scipione Affricano, il Maggiore","Porsile, Giuseppe","Pasquini, Giovanni Claudio",1730,+Z190831801,Mus.Hs.18300,318,https://data.onb.ac.at/rec/AC14287509,https://data.onb.ac.at/rep/131BADBF,
AC14287510,Sesostri,"Porsile, Giuseppe","Zeno, Apostolo",1737,+Z190182203,Mus.Hs.18004,258,https://data.onb.ac.at/rec/AC14287510,https://data.onb.ac.at/rep/131B3064,
AC14287511,Telesilla,"Porsile, Giuseppe","Pasquini, Giovanni Claudio",1729,+Z238581807,Mus.Hs.17020,164,https://data.onb.ac.at/rec/AC14287511,https://data.onb.ac.at/dtl/8430831,
AC14287512,Il Tempo fermato,"Porsile, Giuseppe",,1721,+Z190119803,Mus.Hs.17731,122,https://data.onb.ac.at/rec/AC14287512,https://data.onb.ac.at/dtl/9368067,
AC14287513,"La Virtù, e La Bellezza in Lega","Porsile, Giuseppe",,1722,+Z190994301,Mus.Hs.17624,136,https://data.onb.ac.at/rec/AC14287513,https://data.onb.ac.at/dtl/5398257,
AC14287629,Messa a 5 voci concertata con strumenti,"Predieri, Luca Antonio",,[ohne Jahresangabe],+Z283578600,Mus.Hs.17041,74,https://data.onb.ac.at/rec/AC14287629,https://data.onb.ac.at/rep/131F320B,
AC14287630,Kyrie e Gloria a 4 voci con stromenti,"Predieri, Luca Antonio",,[ohne Jahresangabe],+Z283578703,Mus.Hs.17042,66,https://data.onb.ac.at/rec/AC14287630,https://data.onb.ac.at/rep/131F320C,
AC14287633,Credo a 4 voci con strumenti,"Predieri, Luca Antonio",,[ohne Jahresangabe],+Z283578806,Mus.Hs.17040,66,https://data.onb.ac.at/rec/AC14287633,https://data.onb.ac.at/rep/131F320D,
AC14287684,Il sagrifizio d'Abramo,"Predieri, Luca Antonio","Manzoni Giusti, Francesca",1738,+Z323218204,Mus.Hs.18118,306,https://data.onb.ac.at/rec/AC14287684,https://data.onb.ac.at/rep/13200DE5,
AC14287686,"La Pace Frà la Virtu, e la Bellezza","Predieri, Luca Antonio","Metastasio, Pietro",1738,+Z232571804,Mus.Hs.17602,222,https://data.onb.ac.at/rec/AC14287686,https://data.onb.ac.at/dtl/9268662,
AC14287687,Il Sogno di Scipione,"Predieri, Luca Antonio","Metastasio, Pietro",1739,+Z191142407,Mus.Hs.17957,306,https://data.onb.ac.at/rec/AC14287687,https://data.onb.ac.at/dtl/5902330,
AC14287688,Zenobia,"Predieri, Luca Antonio","Metastasio, Pietro",1740,+Z190130707,Mus.Hs.17959/1,214,https://data.onb.ac.at/rec/AC14287688,https://data.onb.ac.at/rep/131B0E70,
AC14287688,Zenobia,"Predieri, Luca Antonio","Metastasio, Pietro",1740,+Z19013080X,Mus.Hs.17959/2,250,https://data.onb.ac.at/rec/AC14287688,https://data.onb.ac.at/rep/131B0E6B,
AC14287688,Zenobia,"Predieri, Luca Antonio","Metastasio, Pietro",1740,+Z190130902,Mus.Hs.17959/3,246,https://data.onb.ac.at/rec/AC14287688,https://data.onb.ac.at/rep/131B0E6C,
AC14289260,Missa. Kyrie et Gloria [in C-Dur],"Reutter, Georg",,[ohne Jahresangabe],+Z283567900,Mus.Hs.16661,226,https://data.onb.ac.at/rec/AC14289260,https://data.onb.ac.at/rep/131EA35F,
AC14289282,Missa ex D,"Reutter, Georg",,[ohne Jahresangabe],+Z283568205,Mus.Hs.16655,138,https://data.onb.ac.at/rec/AC14289282,https://data.onb.ac.at/rep/131E9D99,
AC14289306,Missa sancti Caroli [in c-Moll],"Reutter, Georg",,[1734],+Z283568503,Mus.Hs.16652,58,https://data.onb.ac.at/rec/AC14289306,https://data.onb.ac.at/rep/131E9D97,
AC14289333,Requiem,"Reutter, Georg",,[ohne Jahresangabe],+Z232551404,Mus.Hs.16665,172,https://data.onb.ac.at/rec/AC14289333,https://data.onb.ac.at/dtl/6972734,
AC14289350,2 Alma Redemptoris,"Reutter, Georg",,[ohne Jahresangabe],+Z283567602,Mus.Hs.16683,42,https://data.onb.ac.at/rec/AC14289350,https://data.onb.ac.at/rep/131E623E,
AC14289379,Dixit Dominus Domino meo [in C-Dur],"Reutter, Georg",,[ohne Jahresangabe],+Z283568308,Mus.Hs.16654,154,https://data.onb.ac.at/rec/AC14289379,https://data.onb.ac.at/rep/131E9D95,
AC14289499,Laudate Pueri (Dominum),"Reutter, Georg",,[ohne Jahresangabe],+Z283568400,Mus.Hs.16653,120,https://data.onb.ac.at/rec/AC14289499,https://data.onb.ac.at/rep/131E9D96,
AC14289656,2 Salve Regina,"Reutter, Georg",,[ohne Jahresangabe],+Z283567705,Mus.Hs.16682,64,https://data.onb.ac.at/rec/AC14289656,https://data.onb.ac.at/rep/131E9D9C,
AC14289684,"Abele. Componimento sacro cantato nell'augustissima capella della sac. ces. e catt. real maesta di Carlo VI., imperadore de'Romani","Reutter, Georg","Salío, Giuseppe",1727,+Z19083940X,Mus.Hs.18121,447,https://data.onb.ac.at/rec/AC14289684,https://data.onb.ac.at/rep/13202344,
AC14289685,"Bersabea, ovvero Il pentimento di David","Reutter, Georg","Catena, Giovanni Battista",1729,+Z190839502,Mus.Hs.18131,455,https://data.onb.ac.at/rec/AC14289685,https://data.onb.ac.at/rep/13200F24,
AC14289686,La Betulia liberata,"Reutter, Georg","Metastasio, Pietro",1734,+Z190848308,Mus.Hs.17311,428,https://data.onb.ac.at/rec/AC14289686,https://data.onb.ac.at/rep/131F77C6,
AC14289687,Elia,"Reutter, Georg","Villati, Leopoldo <<de>>",1728,+Z323218605,Mus.Hs.18129,387,https://data.onb.ac.at/rec/AC14289687,https://data.onb.ac.at/rep/13200DE3,
AC14289688,"Gioas, Re di Giuda","Reutter, Georg","Metastasio, Pietro",1735,+Z191108205,Mus.Hs.17304,398,https://data.onb.ac.at/rec/AC14289688,https://data.onb.ac.at/rep/131F9331,
AC14289689,La Maria lebbrosa,"Reutter, Georg","Metastasio, Pietro",1739,+Z283583206,Mus.Hs.17309,406,https://data.onb.ac.at/rec/AC14289689,https://data.onb.ac.at/rep/131F7662,
AC14289690,La divina providenza in Ismael,"Reutter, Georg","Lucchini, Antonio Maria",1732,+Z292294705,Mus.Hs.17300,366,https://data.onb.ac.at/rec/AC14289690,https://data.onb.ac.at/rep/131C9E3A,
AC14289691,Il ritorno di Tobia,"Reutter, Georg","Pasquini, Giovanni Claudio",1733,+Z190839605,Mus.Hs.17302,278,https://data.onb.ac.at/rec/AC14289691,https://data.onb.ac.at/rep/131FBEC8,
AC14289692,"Alcide, trasformato in Dio","Reutter, Georg",,1729,+Z190197309,Mus.Hs.18309,166,https://data.onb.ac.at/rec/AC14289692,https://data.onb.ac.at/rep/131BADC8,
AC14289693,L'alloro illustrato,"Reutter, Georg","Pasquini, Giovanni Claudio",1738,+Z190144408,Mus.Hs.17988,342,https://data.onb.ac.at/rec/AC14289693,https://data.onb.ac.at/rep/131B3060,
AC14289695,Archidamia,"Reutter, Georg","Pasquini, Giovanni Claudio",1727,+Z190874204,Mus.Hs.17966,286,https://data.onb.ac.at/rec/AC14289695,https://data.onb.ac.at/dtl/6383172,
AC14289696,Ciro in Armenia,"Reutter, Georg","Pasquini, Giovanni Claudio",1733,+Z190908809,Mus.Hs.17976,314,https://data.onb.ac.at/rec/AC14289696,https://data.onb.ac.at/rep/131B0E7A,
AC14289698,Dafne,"Reutter, Georg","Pasquini, Giovanni Claudio",1734,+Z190129900,Mus.Hs.17944,226,https://data.onb.ac.at/rec/AC14289698,https://data.onb.ac.at/rep/131B0E6F,
AC14289699,Dialogo tra la Inclinazione ed il Bene,"Reutter, Georg","Pasquini, Giovanni Claudio",1731,+Z190106407,Mus.Hs.17627,120,https://data.onb.ac.at/rec/AC14289699,https://data.onb.ac.at/dtl/9262439,
AC14289700,L'eroina d'Argo,"Reutter, Georg","Pasquini, Giovanni Claudio",1739,+Z190162009,Mus.Hs.17990,258,https://data.onb.ac.at/rec/AC14289700,https://data.onb.ac.at/rep/131B0E72,
AC14289702,La gratitudine di Mitridate,"Reutter, Georg","Pasquini, Giovanni Claudio",1734,+Z190148505,Mus.Hs.17978,274,https://data.onb.ac.at/rec/AC14289702,https://data.onb.ac.at/rep/131E9E20,
AC14289703,Il Palladio Conservato,"Reutter, Georg","Metastasio, Pietro",1735,+Z190994702,Mus.Hs.18016,98,https://data.onb.ac.at/rec/AC14289703,https://data.onb.ac.at/dtl/5422300,
AC14289704,Il Parnasso accusato e difeso,"Reutter, Georg","Metastasio, Pietro",1738,+Z190144305,Mus.Hs.17986,474,https://data.onb.ac.at/rec/AC14289704,https://data.onb.ac.at/rep/131E9E21,
AC14289705,Il sacrifizio in Aulide,"Reutter, Georg","Pariati, Pietro",1735,+Z190142503,Mus.Hs.17982,308,https://data.onb.ac.at/rec/AC14289705,https://data.onb.ac.at/rep/131E9DB9,
AC14289707,Il tempo e la verita,"Reutter, Georg","Pasquini, Giovanni Claudio",1731,+Z190108301,Mus.Hs.17600,126,https://data.onb.ac.at/rec/AC14289707,https://data.onb.ac.at/dtl/9263571,
AC14289709,Alessandro il Grande,"Reutter, Georg","Pasquini, Giovanni Claudio",1732,+Z190148803,Mus.Hs.17972,290,https://data.onb.ac.at/rec/AC14289709,https://data.onb.ac.at/rep/131B0E71,
AC14289710,Diana vendicata,"Reutter, Georg","Pasquini, Giovanni Claudio",1736,+Z190136308,Mus.Hs.17984,282,https://data.onb.ac.at/rec/AC14289710,https://data.onb.ac.at/rep/131BADD8,
AC14289711,Dialogo tra Minerva ed Apollo,"Reutter, Georg","Pasquini, Giovanni Claudio",1728,+Z190107308,Mus.Hs.17622,136,https://data.onb.ac.at/rec/AC14289711,https://data.onb.ac.at/dtl/9263107,
AC14289712,"La forza dell'amicizia, ovvero: Pilade ed Oreste","Reutter, Georg","Pasquini, Giovanni Claudio",1728,+Z238581406,Mus.Hs.17112/1,258,https://data.onb.ac.at/rec/AC14289712,https://data.onb.ac.at/dtl/8473421,
AC14289712,"La forza dell'amicizia, ovvero: Pilade ed Oreste","Reutter, Georg","Pasquini, Giovanni Claudio",1728,+Z238581509,Mus.Hs.17112/2,178,https://data.onb.ac.at/rec/AC14289712,https://data.onb.ac.at/dtl/8479485,
AC14289712,"La forza dell'amicizia, ovvero: Pilade ed Oreste","Reutter, Georg","Pasquini, Giovanni Claudio",1728,+Z238581303,Mus.Hs.17112/3,170,https://data.onb.ac.at/rec/AC14289712,https://data.onb.ac.at/dtl/8479143,
AC14289714,La Generosità Di Artaserse con Temistocle,"Reutter, Georg","Pasquini, Giovanni Claudio",1731,+Z232579906,Mus.Hs.17970,282,https://data.onb.ac.at/rec/AC14289714,https://data.onb.ac.at/dtl/7015614,
AC14289715,La magnanamita di Alessandro,"Reutter, Georg","Pasquini, Giovanni Claudio",1729,+Z190165400,Mus.Hs.18015,306,https://data.onb.ac.at/rec/AC14289715,https://data.onb.ac.at/rep/131B0E78,
AC14289716,Plotina,"Reutter, Georg","Pasquini, Giovanni Claudio",1730,+Z190146508,Mus.Hs.17968,320,https://data.onb.ac.at/rec/AC14289716,https://data.onb.ac.at/rep/131BADD6,
AC14291918,La Secchia Rapita,"Salieri, Antonio","Boccherini, Giovanni Gastone",[1772],+Z191129403,Mus.Hs.17841/1,406,https://data.onb.ac.at/rec/AC14291918,https://data.onb.ac.at/dtl/5750363,
AC14291918,La Secchia Rapita,"Salieri, Antonio","Boccherini, Giovanni Gastone",[1772],+Z191129300,Mus.Hs.17841/2,398,https://data.onb.ac.at/rec/AC14291918,https://data.onb.ac.at/dtl/5749564,
AC14291918,La Secchia Rapita,"Salieri, Antonio","Boccherini, Giovanni Gastone",[1772],+Z191129208,Mus.Hs.17841/3,186,https://data.onb.ac.at/rec/AC14291918,https://data.onb.ac.at/dtl/5749189,
AC14292461,Messa a Palestrina,"Scarlatti, Alessandro",,[ohne Jahresangabe],+Z283575003,Mus.Hs.16959,198,https://data.onb.ac.at/rec/AC14292461,https://data.onb.ac.at/rep/131EAA5F,
AC14292486,Sieben Kantaten,"Scarlatti, Alessandro",,[ohne Jahresangabe],+Z190111907,Mus.Hs.17683,134,https://data.onb.ac.at/rec/AC14292486,https://data.onb.ac.at/dtl/9369645,
AC14292497,Miserere (mei Deus),"Scarlatti, Francesco",,[ohne Jahresangabe],+Z283574904,Mus.Hs.16931,190,https://data.onb.ac.at/rec/AC14292497,https://data.onb.ac.at/rep/131EF73C,
AC14292499,Il nuovo sole,"Scarlatti, Francesco",,[ohne Jahresangabe],+Z190114404,Mus.Hs.17653,140,https://data.onb.ac.at/rec/AC14292499,https://data.onb.ac.at/dtl/9370499,
AC14293027,"Dialogo pastorale a cinque voci, da cantarsi nel giorno","Schlick, Franz Joseph Heinrich <<von>>",,[ohne Jahresangabe],+Z322208604,Mus.Hs.17628,160,https://data.onb.ac.at/rec/AC14293027,https://data.onb.ac.at/rep/131FC4F8,
AC14298273,Didone abbandonata,"Vinci, Leonardo","Metastasio, Pietro",1726,+Z238591904,Mus.Hs.17710/1,218,https://data.onb.ac.at/rec/AC14298273,https://data.onb.ac.at/dtl/8530024,
AC14298273,Didone abbandonata,"Vinci, Leonardo","Metastasio, Pietro",1726,+Z238588607,Mus.Hs.17710/2,146,https://data.onb.ac.at/rec/AC14298273,https://data.onb.ac.at/dtl/8530480,
AC14298461,Missa,"Wagenseil, Georg Christoph","Schenck, Johann",[ohne Jahresangabe],+Z283578909,Mus.Hs.17039,54,https://data.onb.ac.at/rec/AC14298461,https://data.onb.ac.at/rep/131EF72F,
AC14298468,Ave regina,"Wagenseil, Georg Christoph",,1737,+Z283577206,Mus.Hs.16980,22,https://data.onb.ac.at/rec/AC14298468,https://data.onb.ac.at/rep/131F3212,
AC14298469,Ave regina,"Wagenseil, Georg Christoph",,[ohne Jahresangabe],+Z291566400,Mus.Hs.16978,22,https://data.onb.ac.at/rec/AC14298469,https://data.onb.ac.at/rep/131F3201,
AC14298470,Ave regina,"Wagenseil, Georg Christoph",,1737,+Z291566308,Mus.Hs.16979,74,https://data.onb.ac.at/rec/AC14298470,https://data.onb.ac.at/rep/131F433F,
AC14298472,Confitebor,"Wagenseil, Georg Christoph",,1737,+Z291565304,Mus.Hs.16991,206,https://data.onb.ac.at/rec/AC14298472,https://data.onb.ac.at/rep/131FBE97,
AC14298477,Hymnus de s. Peregrino,"Wagenseil, Georg Christoph",,1739,+Z283577000,Mus.Hs.16985,38,https://data.onb.ac.at/rec/AC14298477,https://data.onb.ac.at/rep/131F3211,
AC14298480,Hymnus de s. Johanne Baptista (Ut quaeant laxis resonare fibris),"Wagenseil, Georg Christoph",,1739,+Z283577103,Mus.Hs.16986,30,https://data.onb.ac.at/rec/AC14298480,https://data.onb.ac.at/rep/131EF739,
AC14298481,Lytanie (lauretanae) in Cmaj,"Wagenseil, Georg Christoph",,[ohne Jahresangabe],+Z283576706,Mus.Hs.16988,130,https://data.onb.ac.at/rec/AC14298481,https://data.onb.ac.at/rep/131F280B,
AC14298482,Lytaniae lauretanae,"Wagenseil, Georg Christoph",,[ohne Jahresangabe],+Z283576809,Mus.Hs.16989,40,https://data.onb.ac.at/rec/AC14298482,https://data.onb.ac.at/rep/131F3210,
AC14298483,Magnificat,"Wagenseil, Georg Christoph",,1737,+Z29156550X,Mus.Hs.16992,54,https://data.onb.ac.at/rec/AC14298483,https://data.onb.ac.at/rep/131F3205,
AC14298486,Offertorium pro dominica 3. adventus (Benedixisti Domine terram tuam),"Wagenseil, Georg Christoph",,[ohne Jahresangabe],+Z291566205,Mus.Hs.16976,54,https://data.onb.ac.at/rec/AC14298486,https://data.onb.ac.at/rep/131F3200,
AC14298493,Stabat mater,"Wagenseil, Georg Christoph",,[ohne Jahresangabe],+Z283579008,Mus.Hs.17038,34,https://data.onb.ac.at/rec/AC14298493,https://data.onb.ac.at/rep/131EF730,
AC14298495,Vespro de confessore,"Wagenseil, Georg Christoph",,1737,+Z283576901,Mus.Hs.16990,182,https://data.onb.ac.at/rec/AC14298495,https://data.onb.ac.at/rep/131F9330,
AC14298501,I Lamenti d'Orfeo,"Wagenseil, Georg Christoph","Pasquini, Giovanni Claudio",1740,+Z142631803,Mus.Hs.17604,170,https://data.onb.ac.at/rec/AC14298501,https://data.onb.ac.at/dtl/5055097,
AC14299740,Missa [in D-Dur],"Werndle, Anton Ignaz",,[ohne Jahresangabe],+Z283572105,Mus.Hs.16726,120,https://data.onb.ac.at/rec/AC14299740,https://data.onb.ac.at/rep/131EA35B,
AC14299889,La monarchia stabilita,"Wilderer, Johann Hugo <<von>>",,[1703],+Z232566304,Mus.Hs.17709/1,156,https://data.onb.ac.at/rec/AC14299889,https://data.onb.ac.at/dtl/9267998,
AC14299889,La monarchia stabilita,"Wilderer, Johann Hugo <<von>>",,[1703],+Z232566407,Mus.Hs.17709/3,174,https://data.onb.ac.at/rec/AC14299889,https://data.onb.ac.at/dtl/9268312,
AC14301265,Messa [in d-Moll],"Ziani, Marc' Antonio",,1711,+Z283573602,Mus.Hs.16825,98,https://data.onb.ac.at/rec/AC14301265,https://data.onb.ac.at/rep/131EA358,
AC14301266,Missa sancti Marci,"Ziani, Marc' Antonio",,[ohne Jahresangabe],+Z283591707,Mus.Hs.17428,142,https://data.onb.ac.at/rec/AC14301266,https://data.onb.ac.at/rep/131FC4D6,
AC14301267,"Messa; a 4 con istromenti: 2 violini, 1 viola, 1 fagotto in concerto et ripieni","Ziani, Marc' Antonio",,[ohne Jahresangabe],+Z283591902,Mus.Hs.17402,210,https://data.onb.ac.at/rec/AC14301267,https://data.onb.ac.at/rep/131FE3DC,
AC14301268,Messa a 4 da capella con l'organo e senza dell'8° alla 4a,"Ziani, Marc' Antonio",,[ohne Jahresangabe],+Z283573705,Mus.Hs.16831,42,https://data.onb.ac.at/rec/AC14301268,https://data.onb.ac.at/rep/131EA753,
AC14301283,Beatus vir (qui timet),"Ziani, Marc' Antonio",,[ohne Jahresangabe],+Z283591306,Mus.Hs.17413,84,https://data.onb.ac.at/rec/AC14301283,https://data.onb.ac.at/rep/131FBEB0,
AC14301284,Beatus vir (qui timet),"Ziani, Marc' Antonio",,[ohne Jahresangabe],+Z283591409,Mus.Hs.17414,82,https://data.onb.ac.at/rec/AC14301284,https://data.onb.ac.at/rep/131FBEB1,
AC14301285,Confitebor (tibi Domine),"Ziani, Marc' Antonio",,[ohne Jahresangabe],+Z283592803,Mus.Hs.17405,66,https://data.onb.ac.at/rec/AC14301285,https://data.onb.ac.at/rep/131FBEAC,
AC14301286,Confitebor (tibi Domine),"Ziani, Marc' Antonio",,[ohne Jahresangabe],+Z283592906,Mus.Hs.17404,60,https://data.onb.ac.at/rec/AC14301286,https://data.onb.ac.at/rep/131FBEAD,
AC14301288,Confitebor (tibi Domine),"Ziani, Marc' Antonio",,[ohne Jahresangabe],+Z283591203,Mus.Hs.17412,60,https://data.onb.ac.at/rec/AC14301288,https://data.onb.ac.at/rep/131FBEAF,
AC14301289,Confitebor (tibi Domine),"Ziani, Marc' Antonio",,[ohne Jahresangabe],+Z283590703,Mus.Hs.17408,38,https://data.onb.ac.at/rec/AC14301289,https://data.onb.ac.at/rep/131FBEB5,
AC14301290,Confitebor (tibi Domine),"Ziani, Marc' Antonio",,[ohne Jahresangabe],+Z283590600,Mus.Hs.17410,54,https://data.onb.ac.at/rec/AC14301290,https://data.onb.ac.at/rep/131FBEB3,
AC14301291,Confitebor (tibi Domine),"Ziani, Marc' Antonio",,[ohne Jahresangabe],+Z283591100,Mus.Hs.17411,78,https://data.onb.ac.at/rec/AC14301291,https://data.onb.ac.at/rep/131FBEB8,
