SIGNATUR,KOMPONIST,EINORDNUNGSTITEL,300$a,590$b,RISM-ID,INDEX
Mus.604b,"Lasalle d'Offemont, Adrien Nicolas","Bertholde à la ville - Excerpts; V, strings, ob",5 parts,"1, 1, 1, 1, 1f.",240007056,01
Mus.186f,Anonymus,"Cavatinas - V, orch",9 parts,"1, 1, 1, 1, 1, 1, 1, 1, 1f.",240007057,01
Mus.115,"Sellitto, Giuseppe","Sesostri re d'Egitto - Excerpts; S, strings",4 parts,"2, 1, 1, 1f.",240007058,01
"","","",1 part,1f.,"",02
Mus.130,"Perez, Davide","L'eroe cinese - Excerpts; S, strings",5 parts,"2, 2, 2, 2, 2f.",240007059,01
Mus.154,"Holzbauer, Ignaz","Ah frenate il pianto imbelle - S, orch, cemb",1 part,2f.,240007060,01
"","","",7 parts,"2, 2, 2, 2, 2, 1, 1f.","",02
Mus.186h,"Sarti, Giuseppe","Didone abbandonata - Excerpts; V, orch",8 parts,"2, 2, 1, 1, 1, 1, 1, 1f.",240007061,01
Mus.121,Anonymus,"Ah perché s'io ti detesto - S, strings, cemb",1 part,2f.,240007062,01
"","","",4 parts,"2, 2, 2, 2f","",02
Mus.222,Anonymus,"Ch'io ritorni o luci care - S, b",1 part,2f.,240007063,01
Mus.148,"Latilla, Gaetano","Gismondo - Excerpts; S, strings",score: 6f.,"",240007064,01
"","","",5 parts,"2, 2, 2, 2, 2f.","",02
Mus.133,"Graun, Carl Heinrich","Ifigenia in Aulide - Excerpts; S, strings, cemb",score: 4f.,"",240007065,01
"","","",6 parts,"3, 2, 2, 2, 2, 2f.","",02
Mus.149,"Scalabrini, Paolo","Comincia con diletto l'amore - S, strings, cor (2)",7 parts,"2, 2, 2, 2, 2, 1, 1f.",240007066,01
Mus.163,Anonymus,"Come il mar da doppio vento - V, strings",4 parts,"1, 1, 1, 1f.",240007067,01
Mus.62,Anonymus,"Mia vita mio bene - V (2), strings",score: 3f.,"",240007068,01
"","","",3 parts,"2, 1, 1f.","",02
Mus.186b,"Guglielmi, Pietro Alessandro","La pastorella nobile - Excerpts; V (2), vl (2), b",3 parts,"2, 2, 2f.",240007069,01
Mus.186l,"Palma, Silvestro","La Pietra simpatica - Excerpts; V (2), strings, ob (2)",score: 6f.,"",240007070,01
Mus.169,Anonymus,"D'un pastor l'amica sorte la corona - S, vl (2), cemb",4 parts,"2, 2, 2, 2f.",240007071,01
Mus.164,"Hasse, Johann Adolf","Siroe re di Persia - Excerpts; S, strings, bc",4 parts,"1, 1, 1, 1f.",240007072,01
Mus.227,Anonymus,"Dans notre métier tout est d'accord - Arr; V, pf",short score: 3f.,"",240007073,01
Mus.160,"Hasse, Johann Adolf","Senocrita - Excerpts; A, strings, fl (2)",7 parts,"1, 1, 1, 1, 1, 1, 1f.",240007074,01
Mus.160,"Gluck, Christoph Willibald","Tircis et Doristée - Excerpts; Arr; S, vl (2), fl (2), cemb; GraunWV D:X:16",score: 4f.,"",240007075,01
"","","",5 parts,"2, 2, 2, 2, 2f.","",02
Mus.162,Anonymus,"Digli ch'io son fedele - S, strings, cor (2), b",score: 10f.,"",240007076,01
Mus.171,Anonymus,"Fra l'ombre un lampo solo - S, orch",1 part,2f.,240007077,01
"","","",8 parts,"2, 2, 2, 2, 1, 1, 1, 1f.","",02
Mus.113,"Lampugnani, Giovanni Battista","Fra mille pensieri confusa quest'alma - S, vl (2), b",score: 5f.,"",240007078,01
"","","",3 parts,"2, 2, 2f.","",02
Mus.127,"Galuppi, Baldassare","Fra pene un core diviene amante - S, strings",score: 6f.,"",240007079,01
"","","",4 parts,"2, 2, 2, 2f.","",02
Mus.226/1,"Wranitzky, Paul","Oberon König der Elfen - Excerpts; Arr; V, pf",short score: 2f.,"",240007080,01
Mus.147,Anonymus,"Impallidisce in campo - S, strings",1 part,1f.,240007081,01
"","","",4 parts,"1, 1, 1, 2f.","",02
Mus.167,"Vinci, Leonardo","Artaserse - Excerpts; A, strings, cor (2)",1 part,1f.,240007082,01
"","","",5 parts,"2, 2, 2, 1, 1f.","",02
Mus.226a,"Millico, Giuseppe","La più vezzosa figlia di Flora - S, cemb",1 part,1f.,240007083,01
Mus.131,Anonymus,"Luci belle più serene più tranquille - T, strings",score: 7f.,"",240007084,01
Mus.168,"Graun, Carl Heinrich","Merope - Excerpts; S, strings, fl (2), cemb; GraunWV B:I:32/44b",7 parts,"4, 2, 2, 2, 2, 1, 1f.",240007085,01
Mus.137,Anonymus,"Maggior follia non v'è - T, strings, cemb",score: 6f.,"",240007086,01
"","","",4 parts,"2, 2, 2, 2f.","",02
Mus.181,"Alessandri, Felice","Nel mio seno ch'è agitato - S, orch",10 parts,"5, 3, 3, 3, 3, 3, 1, 1, 1, 1f.",240007087,01
Mus.139,Anonymus,"Non so formare accenti figlia - T, strings",score: 4f.,"",240007088,01
"","","",4 parts,"2, 2, 2, 2f.","",02
Mus.219,"Duni, Antonio","Ogni procella infida - T, strings, cor (2)",5 parts,"2, 2, 2, 1, 1f.",240007089,01
Mus.124,Anonymus,"Oh dei che dolce incanto - S, cemb",1 part,2f.,240007090,01
Mus.157,Anonymus,"Par che di giubilo - S, strings, cor (2), cemb",1 part,2f.,240007091,01
"","","",6 parts,"2, 2, 2, 2, 1, 1f.","",02
Mus.88,"Sarti, Giuseppe","Giulio Sabino - Excerpts; S, orch",score: 6f.,"",240007092,01
Mus.172,Anonymus,"Per costume o mio bel Nume - S, orch, bc",score: 12f.,"",240007093,01
Mus.2116,"Graun, Carl Heinrich","La clemenza di Tito? - Excerpts; S, strings, fag",5 parts,"2, 2, 2, 2f., 2f.",240007094,01
Mus.173,Anonymus,"Quel fingere affetto - S, orch",score: 12f.,"",240007095,01
Mus.166,"Jommelli, Niccolò","Demetrio - Excerpts; S, strings, cemb",score: 4f.,"",240007096,01
"","","",5 parts,"2, 2, 2, 2, 2f.","",02
"","","",5 parts,"2, 2, 2, 1, 2f.","",03
Mus.122,"Abos, Girolamo","Arianna e Teseo - Excerpts; S, strings",1 part,"2f., 1, 1, 1, 1f.",240007097,01
"","","",4 parts,"1, 1, 1, 1f.","",02
Mus.132,"Galuppi, Baldassare","Artaserse - Excerpts; S, strings, cemb",score: 6f.,"",240007098,01
Mus.114,Anonymus,"Se amore a questo petto - S, strings, fl (2)",score: 10f.,"",240007099,01
Mus.186i,Anonymus,"Se da voi - S, orch",10 parts,"1, 2, 2, 1, 2, 1, 1, 1, 1, 1f.",240007100,01
Mus.143,"Jommelli, Niccolò","Attilio Regolo - Excerpts; S, strings, cor (2)",score: 12f.,"",240007101,01
Mus.117,"Graun, Carl Heinrich","Le feste galanti - Excerpts; S, strings",4 parts,"2, 2, 2, 2f.",240007102,01
Mus.135,"Abos, Girolamo","Pelopida - Excerpts; S, strings",3 parts,"4, 1, 1f.",240007103,01
"","","",5 parts,"4, 2, 2, 2, 2f.","",02
"","","",1 part,2f.,"",03
Mus.123,"Zachariä, Justus Friedrich Wilhelm","Si desta nel petto - S, strings, cemb",5 parts,"2, 2, 2, 1, 1f.",240007104,01
Mus.158,"Galuppi, Baldassare","Adriano in Siria - Excerpts; S, strings, fl (2)",score: 10f.,"",240007105,01
Mus.145,Anonymus,"Sono in mar non veggo sponde - S, orch",score: 14f.,"",240007106,01
Mus.129,Anonymus,"Ti sembro ingrata è vero - S, strings",5 parts,"2, 2, 2, 2, 2f.",240007107,01
Mus.156,Anonymus,"Trema il core e sento in petto - S, vl (2), cemb",score: 6f.,"",240007108,01
"","","",1 part,2f.,"",02
"","","",3 parts,"1, 1, 1f.","",03
Mus.155,Anonymus,"Solimano - Excerpts; S, orch, cemb",score: 7f.,"",240007109,01
"","","",1 part,4f.,"",02
"","","",9 parts,"2, 2, 2, 2, 2, 1, 1, 1, 1f.","",03
Mus.116,Anonymus,"V'accenderà nel seno amore - S, orch",6 parts,"2, 2, 2, 1, 2, 1f.",240007110,01
Mus.188,"Scalabrini, Paolo","Artaserse? - Excerpts; S, strings, cemb",score: 6f.,"",240007111,01
"","","",4 parts,"2, 2, 2, 2f.","",02
Mus.141,"Perez, Davide","Voi donzelle che vedete - S, orch",score: 6f.,"",240007112,01
Mus.120,Anonymus,"Vorrei spiegar l'affanno - S, orch, cemb",1 part,2f.,240007113,01
"","","",7 parts,"2, 2, 2, 2, 1, 1, 1f.","",02
"","","",1 part,1f.,"",03
Mus.193,Collection,"8 Canzonettas - V, guit",score: 6f.,"",240007114,01
Mus.389,"Cimarosa, Domenico","Il matrimonio segreto - Excerpts; V (2), strings",4 parts,"2, 2, 2, 2f.",240007123,01
Mus.72,"Spontini, Gaspare","La vestale - Excerpts; V (2), orch",15 parts,"5, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1f.",240007124,01
Mus.71,"Generali, Pietro","Gaulo e Oitona - Excerpts; T (2), orch",16 parts,"7, 6, 4, 4, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1f.",240007125,01
Mus.68,"Zingarelli, Niccolò Antonio","I veri amici repubblicani - Excerpts; V (2), orch",score: 20f.,"",240007126,01
"","","",10 parts,"4, 4, 3, 3, 2, 3, 1, 1, 1, 1f.","",02
Mus.75,"Paër, Ferdinando","I fuorusciti - Excerpts; V (2), orch; PaWV 27/4a",score: 23f.,"",240007127,01
Mus.77,"Rossini, Gioachino","Demetrio e Polibio - Excerpts; Arr; V (2), cemb",short score: 4f.,"",240007128,01
Mus.73,"Federici, Francesco","Zaira - Excerpts; V (2), orch",11 parts,"4, 4, 2, 2, 2, 2, 1, 1, 1, 1, 1f.",240007129,01
Mus.210,Anonymus,"Das Wiegenlied der Karschin auf des neugebornen... - S, pf",1 part,2f.,240007130,01
Mus.229,Anonymus,Sie ist's kommt laßt uns fröhlich sein - V (4),4 parts,"1, 1, 1, 1f.",240007131,01
Mus.231/2,"Haydn, Joseph","Sono innamorato - S, b; Hob XXVIa:B|b3",1 part,1f.,240007132,01
Mus.226b,Anonymus,"Del senato di Roma Fabio orator - S (2), b",1 part,1f.,240007133,01
Mus.221,Anonymus,"È troppo o figlio troppo e tenero - T, strings",4 parts,"1, 1, 1, 1f.",240007134,01
Mus.92,Collection,"7 Romances - V, pf",1 part,20f.,240007135,01
Mus.161,Anonymus,"Da a lui pietoso Dio lunghi giorni avventurosi - V (3), orch",score: 4f.,"",240007143,01
"","","",11 parts,"4, 2, 2, 1, 1, 1, 1, 1, 1f.","",02
Mus.98,"Solié, Jean-Pierre","Le Voyage de l'Amour et du Temps - V, pf",1 part,2f.,240007144,01
Mus.13,Collection,3 Sacred songs,score: 48f.,"",240007145,01
Mus.174,"Hertel, Johann Wilhelm","Der Ruf zur Buße - Excerpts; Arr; V, Coro, pf; DieH p.154-157",short score: 4f.,"",240007149,01
Mus.226/3,"Telemann, Georg Philipp","Lukas-Passion 1744 - Excerpts; S, orch; TVWV 5:29",score: 2f.,"",240007150,01
Mus.24,Anonymus,"Den Menschen ist gesetzet einmal zu sterben - V (4), Coro, orch",score: 140f.,"",240007151,01
Mus.35,Anonymus,"Heut sind wir frisch gesund und stark - V (X), Coro, orch",16 parts,"1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1f.",240007152,01
Mus.17,Anonymus,"Lasset uns mit ihm ziehen - V (4), Coro, strings, bc",4 parts,"1, 1, 2, 2f",240007153,01
"","","",4 parts,"2, 1, 1, 1f.","",02
Mus.38,Collection,Cantiques spirituels,score: 32f.,"",240007154,01
Mus.28,Anonymus,"Gloria - V (4), Coro, orch, bc",9 parts,"2, 2, 2, 2, 2, 2, 2, 1, 1f.",240007159,01
Mus.29,Anonymus,"Gloria - V (3), Coro, strings, bc",score: 8f.,"",240007160,01
"","","",8 parts,"1, 1, 1, 1, 2, 2, 1, 2f.","",02
Mus.37,Anonymus,"Laudate Dominum - V (2), strings",6 parts,"2, 1, 2, 2, 1, 1f.",240007161,01
Mus.5840,"Lully, Jean-Baptiste","Miserere - V (5), Coro, strings, bc; LWV 25",score: 36f.,"",240007162,01
"","","",12 parts,"8, 8, 8, 8, 8, 2, 2, 2, 2, 2, 4, 4f.","",02
Mus.225,Collection,2 Masses,1 part,16f.,240007163,01
Mus.26/1,"Rolle, Johann Heinrich",Herr sei mir gnädig nach deiner Güte - V (4); WacR VII:37,4 parts,"2, 2, 2, 2f.",240007166,01
Mus.26/2,Anonymus,Befiehl dem Herrn deine Wege - V (4),4 parts,"2, 2, 2, 2f.",240007167,01
Mus.26/3,Anonymus,Ich habe dich ein' klein' Augenblick verlassen - V (4),4 parts,"2, 2, 2, 2f.",240007168,01
Mus.26/4,Anonymus,Die Gerechten werden ewiglich leben - V (4),4 parts,"2, 2, 2, 2f.",240007169,01
Mus.26/5,Anonymus,Im Lobe des Höchsten die Kräfte verschwenden - V (4),4 parts,"2, 2, 2, 2f.",240007170,01
Mus.26/6,Anonymus,Jauchzet Gott alle Lande - V (4),4 parts,"2, 2, 2, 2f.",240007171,01
Mus.26/7,"Rolle, Johann Heinrich",Wirf alle deine Sorgen die Not die dich verborgen - V (4),4 parts,"2, 2, 2, 2f.",240007172,01
Mus.26/8,"Rolle, Johann Heinrich",Wie teuer ist deine Güte Gott - V (4); WacR VII:67,4 parts,"2, 2, 2, 2f.",240007173,01
Mus.111,"Pergolesi, Giovanni Battista","Salus et gloria sit tibi patri - V, strings; PayP 295",short score: 6f.,"",240007174,01
Mus.14,"Vogler, Georg Joseph","Miserere - V (4), Coro, strings, bc; SchV 16",1 score: 16 f.,"",240007175,01
Mus.16,Anonymus,"Jauchzet dem Herrn alle Welt - V (4), Coro, orch, org",score: 50f.,"",240007176,01
Mus.677,"Palestrina, Giovanni Pierluigi da","Stabat mater - Coro (2), b",score: 4f.,"",240007177,01
"","","",16 parts,"2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2f.","",02
Mus.3243,Collection,16 Chorales,score: 50f.,"",240007178,01
"","","",10 parts,"4, 4, 4, 4, 6, 6, 4, 4, 2, 2f.","",02
Mus.34/4,Collection,7 Chorale arrangements - cemb,short score: 2f.,"",240007195,01
Mus.31,Collection,6 Chorale arrangements - pf,short score: 4f.,"",240007202,01
Mus.5681,Anonymus,Mein Jawort hast du nun bekommen - V (4),score: 2f.,"",240007209,01
"","","",score: 2f.,"","",02
"","","",8 parts,"1, 1, 1, 1, 1, 1, 1, 1f.","",03
Mus.1478/1,Collection,26 Chorale arrangements - org,1 part,22f.,240007211,01
Mus.1299A,Anonymus,Ach Jezu má žádost srdce - V (3),score: 4f.,"",240007238,01
Mus.30,Anonymus,"Auferstehn ja auferstehn wirst du mein Staub - V (4), orch, org",15 parts,"1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1f.",240007239,01
Mus.5683,"Westenholz, Carl August Friedrich","Wünscht nun Gott den Vertrag - V (4), b",score: 2f.,"",240007240,01
"","","",9 parts,"2, 2, 2, 2, 2, 2, 2, 2, 2f.","",02
Mus.5686,"Westenholz, Carl August Friedrich","Herzlich sei gepriesen deine große Treue - V (4), b",score: 2f.,"",240007241,01
"","","",11 parts,"1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1f.","",02
Mus.3516/11,"Westenholz, Carl August Friedrich","Nie komm es mir aus meinem Sinn - V (4), b",11 parts,"1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1f.",240007242,01
Mus.32/2,"Westenholz, Carl August Friedrich","Nimm uns o Vater wieder an - V (4), b",score: 2f.,"",240007243,01
Mus.5682,"Westenholz, Carl August Friedrich","Schreib meinen Nam'n aufs beste - V (4), b",score: 2f.,"",240007244,01
"","","",9 parts,"1, 1, 1, 1, 1, 1, 1, 1, 1f.","",02
Mus.5684,"Westenholz, Carl August Friedrich","Zittern will ich vor der Sünde - V (4), b",score: 2f.,"",240007245,01
"","","",10 parts,"2, 2, 2, 2, 2, 2, 2, 2, 2, 1f.","",02
Mus.5685,"Westenholz, Carl August Friedrich","Zwar mein Erkenntnis ist auf Erden - V (4), b",score: 2f.,"",240007246,01
"","","",8 parts,"1, 1, 1, 1, 1, 1, 1, 1f.","",02
Mus.558,Collection,12 Anglaises,12 parts,"4, 4, 2, 1, 2, 2, 1, 2, 2, 1, 1, 2f.",240007247,01
Mus.560,Collection,4 Anglaises,5 parts,"1, 1, 2, 1, 1f",240007260,01
Mus.60,Anonymus,Dances - orch,8 parts,"6, 6, 5, 5, 3, 3, 3, 3f.",240007265,01
Mus.611/1,Anonymus,The Hornpipe - orch,score: 2f.,"",240007266,01
Mus.546,Collection,6 Marches - winds,6 parts,"8, 8, 8, 8, 8, 8f.",240007267,01
Mus.564,Collection,3 Marches - winds,6 parts,"2, 2, 2, 2, 2, 2f.",240007274,01
Mus.565,Collection,3 Marches - orch,8 parts,"1, 1, 1, 1, 1, 1, 1, 1f.",240007278,01
Mus.554,Collection,24 Minuets,2 parts,"3, 3f.",240007282,01
Mus.548/1,Collection,10 Minuets,5 parts,"2, 2, 2, 1, 1f.",240007307,01
Mus.275,Anonymus,Overtures - orch,15 parts,"2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1f.",240007318,01
"","","",2 parts,"1, 2f.","",02
"","","",1 part,2f.,"",03
"","","",3 parts,"2, 2, 2f.","",04
Mus.274,Anonymus,Overtures - orch,19 parts,"2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1f.",240007319,01
Mus.273,Anonymus,"Suites - vl (2), vla, cemb",4 parts,"2, 2, 2, 2",240007320,01
Mus.276,Anonymus,"Overtures - vl (3), vla, vlc",5 parts,"1, 1, 1, 1, 2f.",240007321,01
Mus.277,"Neruda, Johann Baptist Georg","Symphonies - vl (2), vla, b",4 parts,"2, 2, 1, 1f.",240007322,01
in Mus.5872/5,"Mozart, Wolfgang Amadeus","La clemenza di Tito - Excerpts; S, orch; KV 621/19",9 parts,"2, 2, 1, 1, 1, 1, 2, 1, 1f.",240007323,01
Mus.557,Anonymus,"Partitas - ob (2), fag, cor (2), tr",5 parts,"1, 1, 1, 1, 1f.",240007324,01
Mus.254,Anonymus,Partitas - orch,12 parts,"1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1f.",240007325,01
Mus.556,Anonymus,"Partitas - cl (2), fag (2), cor (2), tr",7 parts,"1, 1, 1, 2, 1, 1, 1f.",240007326,01
Mus.262,Anonymus,"Partitas - fag, vl (2), cb",4 parts,"2, 1, 1, 1f.",240007327,01
Mus.249,"Hoffmeister, Franz Anton",Symphonies - HicH C1,8 parts,"4, 4, 4, 4, 2, 1, 1, 1f.",240007328,01
"","","",1 part,4f.,"",02
Mus.252,Anonymus,Symphonies,8 parts,"6, 6, 6, 6, 3, 3, 3, 3f.",240007329,01
Mus.261,Anonymus,Symphonies,4 parts,"1, 1, 1, 1f.",240007330,01
Mus.257,"Hertel, Johann Christian",Symphonies - DieH p.24-25,9 parts,"2, 2, 2, 2, 2, 1, 1, 1, 1f.",240007331,01
Mus.255,Anonymus,Symphonies,13 parts,"6, 6, 6, 6, 6, 4, 4, 4, 3, 3, 2, 2, 2f.",240007332,01
"","","",3 parts,"6, 6, 6f.","",02
Mus.248,"Hertel, Johann Christian",Symphonies - DieH deest,5 parts,"2, 2, 1, 2, 1f.",240007333,01
Mus.247,"Hasse, Johann Adolf",Symphonies - MenH deest,4 parts,"1, 1, 1, 1f.",240007334,01
Mus.238,"Harrer, Gottlob",Symphonies - HarWV 9,6 parts,"2, 2, 1, 1, 1, 1f.",240007335,01
Mus.242,"Schulz, Johann Abraham Peter",Symphonies,4 parts,"2, 2, 2, 2f.",240007336,01
Mus.235,Anonymus,Symphonies,4 parts,"2, 2, 2, 2f.",240007337,01
Mus.237,"Wagner, D.",Symphonies,6 parts,"2, 2, 2, 2, 2, 2f.",240007338,01
Mus.251,Anonymus,Symphonies,8 parts,"6, 6, 6, 6, 4, 4, 3, 3f.",240007339,01
Mus.258,Anonymus,Symphonies,9 parts,"6, 6, 6, 6, 6, 6, 4, 3, 3f.",240007340,01
Mus.233,Anonymus,"Symphonies - vl (2), vla, b",4 parts,"2, 2, 2, 2f.",240007341,01
Mus.244,"Janitsch, Johann Gottlieb","Symphonies - vl (2), vla, b",4 parts,"2, 2, 1, 2f.",240007342,01
Mus.245,"Janitsch, Johann Gottlieb","Symphonies - vl (2), vla, b",4 parts,"2, 2, 1, 2f.",240007343,01
Mus.241,Anonymus,"Symphonies - strings, cor (2), cemb",6 parts,"2, 2, 2, 2, 1, 1f.",240007344,01
Mus.232,Anonymus,"Symphonies - vl (2), vla, b",4 parts,"2, 2, 2, 2f.",240007345,01
Mus.253,Anonymus,"Symphonies - strings, ob (2)",7 parts,"6, 6, 6, 6, 6, 3, 3f.",240007346,01
Mus.240,Schulz,"Symphonies - vl (2), vla, b",4 parts,"2, 2, 2, 2f.",240007347,01
Mus.234,Schulz,Symphonies,4 parts,"2, 2, 2, 2f.",240007348,01
Mus.250,"Zinck, Benedix Friedrich",Symphonies,12 parts,"4, 4, 4, 4, 4, 4, 2, 2, 1, 1, 2, 2f.",240007349,01
Mus.256,"Hertel, Johann Christian","Symphonies - vl (2), vla, b; DieH p.33-34",4 parts,"1, 1, 1, 1f.",240007350,01
Mus.589,Anonymus,"Suites - vlc, cor, arp",3 parts,"1, 1, 2f.",240007351,01
Mus.319,Anonymus,"Concertos - fl, fag (2), orch",3 parts,"2, 2, 2f.",240007352,01
"","","",8 parts,"2, 2, 2, 2, 1, 1, 1, 1f.","",02
Mus.317,Anonymus,"Concertos - fag, orch",9 parts,"2, 2, 2, 2, 2, 1, 1, 1, 1f.",240007353,01
Mus.295,Anonymus,"Concertos - fag, orch",9 parts,"4, 4, 4, 4, 2, 1, 1, 1, 1f.",240007354,01
"","","",1 part,2f.,"",02
Mus.294,Anonymus,"Concertos - fag, orch",9 parts,"4, 4, 4, 2, 4, 2, 2, 1, 1f.",240007355,01
Mus.331,Anonymus,"Concertos - vlc, orch",9 parts,"4, 6, 5, 4, 4, 3, 2, 2, 2f.",240007356,01
Mus.323,Anonymus,"Concertos - vl (2), violetta, vlc",4 parts,"1, 1, 1, 2f.",240007357,01
Mus.343,Anonymus,"Concertos - tr (2), vla (2), b",5 parts,"2, 2, 2, 2, 2, 2f.",240007358,01
Mus.314,"Jommelli, Niccolò",Symphonies - Excerpts; HelN 201,short score (incpl): 4f.,"",240007359,01
Mus.345,Anonymus,"Concertos - iSol, orch",8 parts,"6, 6, 4, 4, 2, 2, 1, 1f.",240007360,01
Mus.296,Anonymus,"Divertimentos - orch, cemb",7 parts,"2, 1, 2, 1, 1, 1, 1f.",240007361,01
Mus.293,Anonymus,"Concertos - fag, orch",11 parts,"4, 4, 4, 2, 2, 4, 4, 1, 1, 1, 1f.",240007362,01
Mus.321,Anonymus,"Concertos - tr, ob (3), fag (2)",6 parts,"2, 1, 1, 2, 1, 1f.",240007363,01
"","","",1 part,1f.,"",02
Mus.308,Anonymus,"Concertos - vl, orch, cemb",7 parts,"6, 2, 2, 2, 2, 2, 2f.",240007364,01
Mus.306,"Friedrich II., der Große, König von Preußen","Concertos - cemb, vl (2)",3 parts,"8, 2, 2f.",240007365,01
Mus.313,Anonymus,"Adagio and Rondo - fag, orch",8 parts,"2, 1, 1, 1, 1, 1, 1, 1f.",240007366,01
Mus.342,Anonymus,"Concertos - cor, vl (2), vla, b",5 parts,"2, 2, 2, 2, 2",240007367,01
Mus.329,"Graun, Johann Gottlieb","Concertos - vla, vl (2), bc; WilG 110",4 parts,"2, 1, 1, 1f.",240007368,01
Mus.606,Anonymus,"Concertos - fag, orch",7 parts,"1, 2, 2, 2, 2, 1, 1f.",240007369,01
Mus.316,Anonymus,"Concertos - vlc, orch",score: 34f.,"",240007370,01
Mus.322,Anonymus,"Concertos - fl, strings, bc; GroF 2472",5 parts,"2, 2, 2, 2, 2f.",240007371,01
Mus.328,Anonymus,"Concertos - fag, orch",10 parts,"4, 4, 4, 2, 2, 1, 1, 1, 1f.",240007372,01
"","","",13 parts,"4, 4, 4, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1f.","",02
"","","",2 parts,"2, 2f.","",03
"","","",9 parts,"4, 4, 4, 2, 2, 1, 1, 1, 1f.","",04
Mus.346,Anonymus,"Concertos - fag, orch",11 parts,"2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1f.",240007373,01
Mus.347,Anonymus,"Concertos - fag, strings",4 parts,"2, 2, 2, 2f.",240007374,01
Mus.320,Anonymus,"Concertos - fag, orch",5 parts,"4, 4, 4, 2, 2f.",240007375,01
"","","",3 parts,"1, 1, 1f.","",02
Mus.305,"Stamitz, Carl","Concertos - fag, orch; KaiS 93.6",8 parts,"2, 2, 2, 2, 1, 1, 1, 1f.",240007376,01
Mus.310,"Martini, Johann Paul Aegidius","Concertos - fl (2), orch, cemb; GroF deest",9 parts,"2, 1, 2, 2, 2, 2, 2, 1, 1f.",240007377,01
Mus.348/1,"Boismortier, Joseph Bodin de","Concertos - fl (3), bc",4 parts,"2, 2, 1, 2f.",240007378,01
Mus.291,Anonymus,"Concertos - vla, orch",11 parts,"4, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1f.",240007379,01
Mus.2169/1,Graun,"Concertos - vl, strings; GraunWV C:XIII:85",1 part,5f.,240007380,01
"","","",4 parts,"2, 2, 2, 2f.","",02
Mus.336,Anonymus,"Concertos - iSol, orch",8 parts,"6, 6, 3, 4, 2, 2, 2, 2f.",240007381,01
Mus.339,Anonymus,"Concertos - vlc, strings, bc",2 parts,"1, 1f.",240007382,01
"","","",3 parts,"2, 2, 2f.","",02
Mus.333,"Facius, Johann Heinrich","Concertos - vlc, orch",3 parts,"10, 6, 6f.",240007383,01
Mus.330,"Giordani, Tommaso",Sventurata in tanti affanni - Arr,7 parts,"2, 2, 2, 2, 1, 1, 1f.",240007384,01
Mus.292,"Fick, Peter Joachim","Concertos - ob, strings, cemb",5 parts,"2, 2, 2, 2, 2f.",240007385,01
Mus.301,Anonymus,"Concertos - vl, strings, b",6 parts,"4, 2, 2, 2, 2, 2f.",240007386,01
Mus.383,Anonymus,"Quartets - fag, vl, vla, b",score (incpl): 4f.,"",240007387,01
"","","",4 parts,"2, 2, 2, 2f.","",02
Mus.388,"Pfeiffer, Franz Anton","Quartets - fag, vl, vla, vlc",4 parts,"2 f., 2 f., 2 f., 2 f.",240007388,01
Mus.390,"Vogel, Johann Christoph","Quartets - fag, vl, vla, vlc",4 parts,"2, 2, 2, 2f.",240007389,01
Mus.387,"Pfeiffer, Franz Anton","Quartets - fag, vl, vla, b",4 parts,"2, 2, 2, 2f.",240007390,01
Mus.386,"Pfeiffer, Franz Anton","Quartets - fag, vl, vla, vlc",4 parts,"3, 1, 3, 2f.",240007391,01
Mus.381,"Stamitz, Carl","Quartets - vl (2), vla, b; DTB 16 G 3",4 parts,"2, 2, 1, 1f.",240007392,01
Mus.633a,"Hurlebusch, Conrad Friedrich","Concertos - cemb, strings",1 part,5f.,240007393,01
Mus.639a-d,Collection,4 Pieces,1 part,8f.,240007394,01
Mus.385,"Pfeiffer, Franz Anton","Quartets - fag, vl, vla, vlc",4 parts,"2, 2, 2, 2f., 2, 2, 2, 2f.",240007399,01
"","","",4 parts,"2, 2, 2, 2f.","",02
Mus.384,"Stamitz, Carl","Quartets - vl (2), vla, vlc; DTB 16 B 3",4 parts,"2, 2, 1, 2f.",240007400,01
Mus.597,"Kunzen, Adolph Carl","Partitas - strings, zither",4 parts,"1, 1, 1, 1f.",240007401,01
Mus.430,"Martín y Soler, Vicente",Una cosa rara - Excerpts,3 parts,"1, 1, 1f.",240007402,01
Mus.430/1,"Pfeiffer, Franz Anton","Trios - fag, vla, vlc",3 parts,"1, 1, 1f.",240007403,01
